Path,Label,GroupId,SourceType,Sha256,Split,OriginalPath,Diversity,VisualPath,TextLen,TextOrigin,PhysicalFormat
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\e8066b5fa877_Z001023243349.pdf","FACTURA","factura-familia-ascensores-orem","PDF","E8066B5FA877947A47862B566C3A752FD1BA514973CD2B01A7AD31803BBDD28B","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243349\Z001023243349.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\E8066B5FA877947A47862B566C3A752FD1BA514973CD2B01A7AD31803BBDD28B.png","1578","OCR","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\2d43b3648b73_Z001023243329.pdf","FACTURA","factura-familia-branding-merchandising","PDF","2D43B3648B73EFBB36772933B8ED7CE0CD779C0945E776A136EC6123FA5D5551","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243329\Z001023243329.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\2D43B3648B73EFBB36772933B8ED7CE0CD779C0945E776A136EC6123FA5D5551.png","3279","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\b4c8fa3786e8_Z001023243075.pdf","FACTURA","factura-familia-condominio-pdi","PDF","B4C8FA3786E8BA119F3C5F40F1BF5868D7591D0E865FF2AF84F7235674F33C88","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243075\Z001023243075.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\B4C8FA3786E8BA119F3C5F40F1BF5868D7591D0E865FF2AF84F7235674F33C88.png","2754","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\d0998159322e_Z001023243074.pdf","FACTURA","factura-familia-condominio-pdi","PDF","D0998159322E7036852951E3B6BB4631E0A5EF21ADFC0DFC39679D4F410C959F","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243074\Z001023243074.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\D0998159322E7036852951E3B6BB4631E0A5EF21ADFC0DFC39679D4F410C959F.png","3120","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\b7004863aed5_Z001023243369.pdf","FACTURA","factura-familia-excell","PDF","B7004863AED55E481D4397435BD5B06CEA6180397E1059883D51F5D066F1147F","VALIDATION","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243369\Z001023243369.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\B7004863AED55E481D4397435BD5B06CEA6180397E1059883D51F5D066F1147F.png","2236","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\c177cd77baa5_Z001023242796.pdf","FACTURA","factura-familia-inmuebles-fce","PDF","C177CD77BAA5F5587D302FDCC9F5615424F6BCED6057AA300113D6E3A600DC02","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023242796\Z001023242796.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\C177CD77BAA5F5587D302FDCC9F5615424F6BCED6057AA300113D6E3A600DC02.png","3596","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\d165fb62e80f_Z001023243377.pdf","FACTURA","factura-familia-manantial","PDF","D165FB62E80F26847F1F00B1DBD7E949928E56EC5C2A0EDD2FE929E4ABD85CB0","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243377\Z001023243377.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\D165FB62E80F26847F1F00B1DBD7E949928E56EC5C2A0EDD2FE929E4ABD85CB0.png","1197","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\a75839ae32a6_Z001023243181.pdf","FACTURA","factura-familia-pediatrics","PDF","A75839AE32A6A29EBB6CF64EBE45427C346DFFE51E758D5F04D903FC28147D87","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243181\Z001023243181.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\A75839AE32A6A29EBB6CF64EBE45427C346DFFE51E758D5F04D903FC28147D87.png","971","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\681d494d1eab_Z001023243384.pdf","FACTURA","factura-familia-servicios-inmobiliarios","PDF","681D494D1EABD2B24BA13F9F99B3AC5F6D565688BB7368714C430C5395C5A868","VALIDATION","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243384\Z001023243384.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\681D494D1EABD2B24BA13F9F99B3AC5F6D565688BB7368714C430C5395C5A868.png","1849","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\b68674f3b939_Z001023243327.pdf","FACTURA","factura-familia-vitalis","PDF","B68674F3B9393FDE895EBE47421061B41DCE664D2174AFA8C7904CD4324C5124","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243327\Z001023243327.pdf","DMF_PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\B68674F3B9393FDE895EBE47421061B41DCE664D2174AFA8C7904CD4324C5124.png","2007","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\122412579cb7_FacturaC_PV00004_00000002-1_122412579cb7.jpg","FACTURA","factura-homologacion-c-00004-00000002","IMAGE","122412579CB7F775A638F44BF40EACB229C173965B54C8B8FBC969D28DA6F2DC","TEST","C:\RecepcionDocumental\Facturas\2026\08\21\1a024490a1f47eb7\FacturaC_PV00004_00000002-1_122412579cb7.jpg","JPG_ADJUNTO","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\122412579CB7F775A638F44BF40EACB229C173965B54C8B8FBC969D28DA6F2DC.png","1001","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\8ae4509aefa6_PRUEBA_OCR_PDF_MDOC_8ae4509aefa6.pdf","FACTURA","factura-homologacion-c-00004-00000002","PDF","8AE4509AEFA61A7ABB180BC7A0514AD169E1E8047C07D7544D3D0CB800B4E3FC","TEST","C:\RecepcionDocumental\Revisar\2026\08\21\1a02462f4dce8463\PRUEBA_OCR_PDF_MDOC_8ae4509aefa6.pdf","PDF_ESCANEADO","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\8AE4509AEFA61A7ABB180BC7A0514AD169E1E8047C07D7544D3D0CB800B4E3FC.png","952","OCR","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\fa8700c24dbd_FacturaSINQR_fa8700c24dbd.pdf","FACTURA","factura-homologacion-c-00004-00000002","PDF","FA8700C24DBDFE130D17A72C536CC9DCF1639DD4A8C5E313DB18605F70DAEED5","TEST","C:\RecepcionDocumental\Revisar\2026\08\21\1a024579dc110764\FacturaSINQR_fa8700c24dbd.pdf","PDF_ESCANEADO","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\FA8700C24DBDFE130D17A72C536CC9DCF1639DD4A8C5E313DB18605F70DAEED5.png","1005","OCR","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\FACTURA\5e8dd1b162cd_J0005_EDMS_7142_7140_ZB2B_001_05003_00036969_70001729_70001729.pdf","FACTURA","factura-logistica-la-serenisima-zb2b","PDF","5E8DD1B162CD0DD53E297362595BB3BE6CF0D4A3AA3803D214C679FD4CBD69F1","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2j_Productivos_Revision\_candidatos_locales\J0005_EDMS_7142_7140_ZB2B_001_05003_00036969_70001729_70001729.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\5E8DD1B162CD0DD53E297362595BB3BE6CF0D4A3AA3803D214C679FD4CBD69F1.png","3474","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\8f6cd87791de_I0066_image034.png","NO_DOCUMENTO","alertas-infraestructura-srvedms","IMAGE","8F6CD87791DE515777752DAA95C010EB45B43DFD9348A6AD6110D4325615EA00","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0066_image034.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\8F6CD87791DE515777752DAA95C010EB45B43DFD9348A6AD6110D4325615EA00.png","48","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\0a580fea09de_I0125_image002.jpg","NO_DOCUMENTO","branding-avon-natura","IMAGE","0A580FEA09DEB190DE1B8FCECAECE18D82D97ED106F75509B1CAFE5475D16253","VALIDATION","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0125_image002.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\0A580FEA09DEB190DE1B8FCECAECE18D82D97ED106F75509B1CAFE5475D16253.png","21","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\4aa692a94759_I0006_image001.png","NO_DOCUMENTO","branding-bunge","IMAGE","4AA692A94759E1F431C7F170D7194BD10D99DC221BB5B63BD9A9654AA70A7515","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0006_image001.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\4AA692A94759E1F431C7F170D7194BD10D99DC221BB5B63BD9A9654AA70A7515.png","5","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\cebd40381759_I0023_inline-1.png","NO_DOCUMENTO","branding-correo-argentino","IMAGE","CEBD403817596F810B3BB9DCECB123713E7BC8788B8B6DDD32DF87CEED97D03A","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0023_inline-1.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\CEBD403817596F810B3BB9DCECB123713E7BC8788B8B6DDD32DF87CEED97D03A.png","14","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\2af9de4caf9b_I0106_PastedGraphic-4.png","NO_DOCUMENTO","branding-meteomatics","IMAGE","2AF9DE4CAF9BB15F857FAE3B9E6DFEEDD831219A156B978E43FF62BC315266C6","TEST","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0106_PastedGraphic-4.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\2AF9DE4CAF9BB15F857FAE3B9E6DFEEDD831219A156B978E43FF62BC315266C6.png","18","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\72047867c764_G0005_inline-1.png","NO_DOCUMENTO","branding-personal","IMAGE","72047867C7642F6358837C0F9867C83F915A29366A6B64C6508DCE8FEB356E85","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0005_inline-1.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\72047867C7642F6358837C0F9867C83F915A29366A6B64C6508DCE8FEB356E85.png","10","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\a881a4460a42_I0009_RenaperLogo.png","NO_DOCUMENTO","branding-renaper","IMAGE","A881A4460A42E2C5B06E833B3B6B6A7EE43EC358EDBDB48C3B3BD7B7F6643710","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0009_RenaperLogo.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\A881A4460A42E2C5B06E833B3B6B6A7EE43EC358EDBDB48C3B3BD7B7F6643710.png","0","NONE","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\09fa512d0268_I0007_image002.png","NO_DOCUMENTO","capturas-error-edms","IMAGE","09FA512D0268E721B912C8D816EB01D29B16E440ADDC96B967A462DAAAF784DA","TEST","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0007_image002.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\09FA512D0268E721B912C8D816EB01D29B16E440ADDC96B967A462DAAAF784DA.png","235","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\31089a698a1e_G0025_image009.png","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","IMAGE","31089A698A1E82394B3667FE64BAF03D2A775892EF73B04FB9C439A916E5CC2A","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0025_image009.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\31089A698A1E82394B3667FE64BAF03D2A775892EF73B04FB9C439A916E5CC2A.png","1027","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\3542d120b313_G0024_image001.png","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","IMAGE","3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0024_image001.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418.png","632","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\c5dab04b2642_G0026_image011.png","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","IMAGE","C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0026_image011.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279.png","821","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\645d7ce914a8_G0013_inline-0.1.1.jpg","NO_DOCUMENTO","correo-boleta-lanus","IMAGE","645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0013_inline-0.1.1.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991.png","51","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\9a641c4729f3_G0014_inline-0.1.2.jpg","NO_DOCUMENTO","correo-boleta-lanus","IMAGE","9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0014_inline-0.1.2.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7.png","857","OCR","JPEG"
