Sha256,Cohort,GroupId,SourceWidth,SourceHeight,SourceRgbSha256,TargetRgbSha256,TensorSha256,PNoFactura,PFactura,Pred050,Zona
CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8,DEVELOPMENT,otro-instruccion-transferencia-banco-patagonia,2479,3508,37B17C4028C21BF57D86C511C183CBBD22EE70C96D6AC209BE9BF976D63CF074,6AABAD959E2EEA3072DD16D442B02D03010DA11C36F22FB79522718D787289CD,AF4B3DF5F80322F16188B9483A67BAA7578A6B480FFB9A405213BA532103E77E,0.821505904,0.178494081,NO_FACTURA,INCIERTO_VISUAL
40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4,DEVELOPMENT,otro-liquidaciones-comercios-banco-patagonia,790,440,32753DB7B1C3F76A5551CF52A9BD162A725AD6068234E4DF0835B92470CFF96C,B55B6DD91CB97F7998BC8625F455D072124F15B499D415D998ED78C7BFC13BEE,A03FDF0AD7B0F006BD257FA4870366969CC957DA772E6DEF066C76D11D5AD453,0.544413269,0.455586731,NO_FACTURA,INCIERTO_VISUAL
675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3,DEVELOPMENT,otro-liquidaciones-comercios-banco-patagonia,797,399,722D0C0C01D1F0EA2309F061787C35FDA3AE57B33929B2E90EA0F0E4673381A8,F8089FD7A3AD899294E3421207D1C8F186A139312C22D4D407EC182CE929F636,87A698A8D33A558052428BF6B58BBF0DFFCAC347AABD216F8076A68F237D283C,0.468118966,0.531880975,FACTURA,INCIERTO_VISUAL
9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F,DEVELOPMENT,otro-liquidaciones-comercios-banco-patagonia,820,509,2C1A369B7B443645F31AC33F0CDC0F1000353F6F97DA8D611BEDA8C1EC9990E8,4753AA753E7C64A6AF11BA7B2C13C2A3D3AFCA96BB4356143AB8385E07A94768,7DE295FD9B50CFF2FF49175E4FC4216D24E35062475529C299EB62D1F657C2B1,0.809716523,0.190283477,NO_FACTURA,INCIERTO_VISUAL
6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3,DEVELOPMENT,otro-nota-credito-electronica-edi-00002-00000001,2479,3508,0C1B1293AD144C5091B88DE8B694FB222539B68888F3093C528BFC5457AB58CB,57DE0164F3FA9C98B9EAB95F59D92DD8D9012C44CA26B5E11E38E5CC14C8E00E,16EA5BA4BEB0509461532A9F24674A99935E3F1DAE2C531C6C190354781C0779,0.252142847,0.747857213,FACTURA,INCIERTO_VISUAL
1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601,DEVELOPMENT,otro-nota-credito-fiel,2479,3504,9452F0CEBAE6590370A5FFDAC0C1C234A488B0EDC9358B16CBE4CCEC5E1031C2,F9EF6C29B36E296654CA589F91A9DC7D989EEC303A524AAF700D51F03682F400,909F1DAF3B53DB667C1E691A95300035919053605861DF6B59A95D3A753E00C6,0.342623025,0.657376885,FACTURA,INCIERTO_VISUAL
382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49,DEVELOPMENT,otro-recibo-c,2479,3508,A860EE57F5126A294768BCDCD4EE7354E266540F1644E86CB41A0627172EC062,EFB565951B0985969ADE3C88BA819A04EDDE1A8154DDCDCA9B1004DAD3BE1BBD,A8920017A9AD3C8AEE9B7D1AAD8CA4884BA6B69F3D2514AC88BD5F347D46E3A8,0.074085943,0.925914049,FACTURA,FACTURA_FUERTE
4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3,DEVELOPMENT,otro-resumen-costo-trayecto-cabify,1240,1748,D55FC70CD19BAC3815F5597E2458057EF6B1C2B1A5AD7A9C007938F66515A507,3420CF7D3A47067AB9145F5ED30717F31BD96A2BD4216C7DCFF08EEA0DC76417,6595647A7ED0DEEAB6A7EAE59EDBF3E4510F6C5B41F7877093720B8829559BCA,0.519114733,0.480885267,NO_FACTURA,INCIERTO_VISUAL
D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94,DEVELOPMENT,otro-resumen-costo-trayecto-cabify,1240,1748,F8AD8446CB586C953324C5FB515AB38BAAFEAE8DD46381CBC6886E9B147CA2C7,D6EF82DEBCEE7E5AAEA64383B07EFFA6BB8741E5C8088D70DA28ACAED809C98C,925CA39F1A584A0CD263A51C176E17872C8230BFE19D6498677366ACD77118BB,0.466243714,0.533756256,FACTURA,INCIERTO_VISUAL
4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587,DEVELOPMENT,otro-resumen-operaciones-banco-comafi,2550,3299,CA3A3A496C0B8AB86968D2F7E2D4BF6CF80AA313AAAD36F0530E64A4A021E1D2,E756026007616BEA4A5A8F311360D392B8699700F99B46758439A4812F6A68BB,9D678FABA625B3C8CB48BF9DF071B3275E8FD0C2E0C97C96036C91FA63A5E652,0.104902655,0.895097375,FACTURA,FACTURA_FUERTE
720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51,DEVELOPMENT,otro-resumen-operaciones-banco-comafi,2550,3299,AEAEE488F7546D80A3508F1D623C2B261172C32DB9174E75192E1A3BEA3A1ED1,6A3F7128865EE4E6552DEDDD915E4F0221E93A9987428589CEBFBDCB0927DEDA,4FE94852EDB8DA5E13719E9444C82B71DCC66355807D25C36132FF1658793304,0.117777497,0.882222474,FACTURA,FACTURA_FUERTE
83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0,DEVELOPMENT,otro-resumen-tarjeta-visa,870,374,4A9F25098FEB653EFD0674989F5DAD329823622457D9575DEF35C58B59507EE2,7F3322632D929BA826C5E55FF1FA56921EAA25526699C1136CA3176D47933F6F,45E03D7745D5A8E4CBFF92F8198DA62A8101349C54AEA3D151E139CFFF4715FF,0.832583964,0.167416096,NO_FACTURA,INCIERTO_VISUAL
35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1,DEVELOPMENT,otro-ticket-servicio-cold,1138,576,C7116F284107CE90E6A353F8E22CF068F92FE91224A6313DC2FF5A586F10800B,EA681B77B7973E399345BF934E8A52CF60B49FA691D246FE87AC05E1F41B4F77,B36378759169AE81611FA667882534E0C93CC2A7567712610EDC729D8EE2325C,0.881027043,0.118972972,NO_FACTURA,INCIERTO_VISUAL
7943C6EB1641AD882AF8038E05B5F350A7FA8FBE6C2DF3DF90E9004412040FEF,HOLDOUT,factura-familia-arillo,2550,3299,DA93CBBA65973EBB10F6AA9BBF88546884B54E78D25F317813298A0586F56B91,9CCBA5E0B010517DCCC42C0AA8A6816D772180700B7CD3D862D5A62DCE3B8A88,9752BF64219A841684241F2ACAB61BC95C6568CD04AC50E5201F316990AA850F,0.163105175,0.836894751,FACTURA,FACTURA_FUERTE
122412579CB7F775A638F44BF40EACB229C173965B54C8B8FBC969D28DA6F2DC,HOLDOUT,factura-homologacion-c-00004-00000002,2479,3508,1FC7FC5A4DBA046C775648D28564363EE0E4520E5A37E28F880CDA9DD812D589,8A2CC9FC8DA15F8BA18032CB8F5E4C4D15FCE8B738D57AC7B6B564A1D248F693,13BE7127842E473D8AE615A32FFB4387C5CF62DB7484F0FFC7F0ACC7047A3A64,0.290698290,0.709301710,FACTURA,INCIERTO_VISUAL
8AE4509AEFA61A7ABB180BC7A0514AD169E1E8047C07D7544D3D0CB800B4E3FC,HOLDOUT,factura-homologacion-c-00004-00000002,2480,3509,5604813C93BE0351BB76F0608CAE5373A8F770D09A9813ACE2CF0C93F77AE001,C8AB8ED7975F4586FBD823830E5818B0CE3DE1FC7A267A2CEF301F10D40A7785,6E5C3C6E6987F29EEBA83CC0F4306F747C4E51F36A74817EF12BC66596A5BB4B,0.244330823,0.755669177,FACTURA,INCIERTO_VISUAL
FA8700C24DBDFE130D17A72C536CC9DCF1639DD4A8C5E313DB18605F70DAEED5,HOLDOUT,factura-homologacion-c-00004-00000002,3299,2550,F5182BFFD2483FB436113C9C36EC439D65DBCED7EB232C3E8F6E585E6B52A00B,A1E5842DC5CEEB0D0D373E86C3799CA464C599D4F469B2BA5AAA6312DD3EBD55,922E409FE888189C8B6731B97A043B613B5124AC8AB00C99E13E85DD9A57B9FC,0.199664846,0.800335169,FACTURA,FACTURA_FUERTE
0EF37A45898658CCA6C6E9A3A57946875F92E0AC0AF3C602DA2E9086380F6AE4,HOLDOUT,flightaware-newsletter,550,24,27B0AA3532A7610797EA1B59F8327E969910BAD94718EF71EABFFEEAB99B0B1F,0F8C3DA846AEC4253DE404F1B8BA8F25538AB45452B41CC08E6308A0C3F942F3,117B0EE2AA76BAB79E82580811755B228568DFF61AF638FB6D2B47F468BA15C1,0.547149777,0.452850252,NO_FACTURA,INCIERTO_VISUAL
15ED536B42D37302D1DD306E1E2F9C46AA07C069EC3DE614660DA7B6ECE627C0,HOLDOUT,flightaware-newsletter,32,40,F109E6B26AA9D81D742D6FCD0300E5E67892F5ABEEDD6C61BAF58E041A00443A,1CD1A6A95A36B3AFF05309E6036D7AA461BC8EB4BE2AADB23E534549193CDEEA,8641A8AEB1B907C8D21A6D5691C91586922D19A0F7DBFA3F139DFDEC42D34447,0.919872582,0.080127396,NO_FACTURA,NO_FACTURA_FUERTE
B6524C56C8E4C7F199F98CE0E2EBE84BEC72DA783A9E5A1DA9FC17505080F44F,HOLDOUT,flightaware-newsletter,398,37,5F28ADC2CDB304A67E0EA8B0733F20AE3AEDB13694D7636CFDCD5E67B5739878,E387080BEAB1BCB0EB735F1B212DBE2606F53957CB841CD001E11EB602BA1161,AAE3F458B7706B0D05B7E988B2CFB6860C2E38CCACA8759C89B5EDF280DC0796,0.957318962,0.042681072,NO_FACTURA,NO_FACTURA_FUERTE
D9AFAF729E3D7965CE69B7DA7477640EFE7CB3725C7753E3C22305D06BF77C6B,HOLDOUT,flightaware-newsletter,156,101,79EB86A73040B80ADB80003E38609F3A97A41E357401A9ED03C0A1E4D6991663,055A2F8AA74363FE8B3365ED42914147848B9D98C572B2845E86B2EFB7D7BF3F,BBD307D6838F1AF9E2467113839363EBD9A63382EFE64123B73AC48C982B7474,0.835980952,0.164019093,NO_FACTURA,INCIERTO_VISUAL
2D246A2651752808442383D814C806437999B4C22FD2E77D18BEDAF2AC6786AB,HOLDOUT,comprobante-pago-bancario,924,155,4875D8706DEDD5C55F92E30B6AB81CA354DDE2C3B3FD452DAE9566D51C196CBB,E699FBF77BBB74232C61A0F4B3B27BEB12CA47B3EBA4DF7B98B3473C6A557696,2C417046E8780C68079ED9047AB66E60E0000B6E13868BB298BE6C913D8E85C6,0.683916390,0.316083610,NO_FACTURA,INCIERTO_VISUAL
31371F0EA09BFB13ECAECD39B9C36CF70E4662CB0E31F2ABE26B8E74402003F5,HOLDOUT,otro-solicitud-nota-credito-banco-patagonia,2480,3508,D6127B449392DBF36FBDB462ED24CC96C19EEADB3096A09FDA802C275A1E8D09,F736A2A4B8FEFD52F23BF313A996E4C0B4E593E3DE05B89436140AC13999BBB8,19A1AA7882BB94D124FEFFC5A4864A615A9EB2FBC62F07EEE7534A2397457828,0.673403084,0.326596886,NO_FACTURA,INCIERTO_VISUAL
