Sha256,GroupId,LabelOriginal,LabelBinario,SourceType,CorpusPath,VisualAssetPath,Width,Height,Method,Dpi
"72047867C7642F6358837C0F9867C83F915A29366A6B64C6508DCE8FEB356E85","branding-personal","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\72047867c764_G0005_inline-1.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\72047867C7642F6358837C0F9867C83F915A29366A6B64C6508DCE8FEB356E85.png","293","80","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"A881A4460A42E2C5B06E833B3B6B6A7EE43EC358EDBDB48C3B3BD7B7F6643710","branding-renaper","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\a881a4460a42_I0009_RenaperLogo.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\A881A4460A42E2C5B06E833B3B6B6A7EE43EC358EDBDB48C3B3BD7B7F6643710.png","98","116","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"09FA512D0268E721B912C8D816EB01D29B16E440ADDC96B967A462DAAAF784DA","capturas-error-edms","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\09fa512d0268_I0007_image002.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\09FA512D0268E721B912C8D816EB01D29B16E440ADDC96B967A462DAAAF784DA.png","923","675","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"31089A698A1E82394B3667FE64BAF03D2A775892EF73B04FB9C439A916E5CC2A","capturas-sistema-posicion-consolidada","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\31089a698a1e_G0025_image009.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\31089A698A1E82394B3667FE64BAF03D2A775892EF73B04FB9C439A916E5CC2A.png","1920","1008","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418","capturas-sistema-posicion-consolidada","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\3542d120b313_G0024_image001.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418.png","1165","481","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279","capturas-sistema-posicion-consolidada","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\c5dab04b2642_G0026_image011.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279.png","971","443","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991","correo-boleta-lanus","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\645d7ce914a8_G0013_inline-0.1.1.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991.png","1242","130","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7","correo-boleta-lanus","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\9a641c4729f3_G0014_inline-0.1.2.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7.png","1242","1622","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5","error-impresion-xerox","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\be8e9456c6b3_I0138_11C1BB9D.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5.png","3000","4000","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7","firma-banco","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\94f6e14058c8_image002_94f6e14058c8.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7.png","385","126","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E","firma-deloitte","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\0814c60bd510_H0008_image001.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E.png","156","30","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C","firma-deloitte","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\4076445ff732_H0009_image002.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C.png","354","334","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD","fotos-familiares","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\74da980974a4_2013-04-29-465_74da980974a4.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD.png","4000","2248","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973","fotos-familiares","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\ec91de96f8a2_2012-08-24-031_ec91de96f8a2.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973.png","4000","2248","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D","mapas-viajes","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\966fcc7f039d_G0015_6a60f5b49e0e0_128ba41717019@sidekiq-default-84d546fbfc-g5vnq.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D.png","1236","616","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392","mapas-viajes","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\d2b2facb91dd_G0012_map.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392.png","1236","616","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4","mapas-viajes","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\f6112d3a8671_G0016_6a60d44ed1591_14225c19926a@sidekiq-default-84d546fbfc-lwrvd.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4.png","1236","616","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B","publicidad-ezdrummer","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\131e45d3dc80_I0139_ez mac chica.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B.png","500","360","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE","publicidad-guia","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\398257aa4267_G0027_1.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE.png","2000","1300","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
