Sha256,GroupId,LabelOriginal,LabelBinario,Fold,VisualAssetPath
3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418,capturas-sistema-posicion-consolidada,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418.png
C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279,capturas-sistema-posicion-consolidada,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279.png
645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991,correo-boleta-lanus,NO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991.png
9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7,correo-boleta-lanus,NO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7.png
BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5,error-impresion-xerox,NO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5.png
94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7,firma-banco,NO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7.png
0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E,firma-deloitte,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E.png
4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C,firma-deloitte,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C.png
74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD,fotos-familiares,NO_DOCUMENTO,NO_FACTURA,2,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD.png
EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973,fotos-familiares,NO_DOCUMENTO,NO_FACTURA,2,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973.png
966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D,mapas-viajes,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D.png
D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392,mapas-viajes,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392.png
F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4,mapas-viajes,NO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4.png
131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B,publicidad-ezdrummer,NO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B.png
398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE,publicidad-guia,NO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE.png
5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7,publicidad-samsung-galaxy,NO_DOCUMENTO,NO_FACTURA,2,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7.png
DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3,publicidad-websupergoo,NO_DOCUMENTO,NO_FACTURA,2,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3.png
2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA,credencial,OTRO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA.png
999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4,orden-compra,OTRO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4.png
7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75,otro-aviso-cheque-rechazado-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75.png
AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D,otro-aviso-cheque-rechazado-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D.png
DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97,otro-aviso-cheque-rechazado-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97.png
3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78,otro-captura-monotributo-pago,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78.png
50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97,otro-captura-ticket-acceso,OTRO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97.png
02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28,otro-confirmacion-compra-web,OTRO_DOCUMENTO,NO_FACTURA,2,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28.png
AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A,otro-correo-reenvio-factura,OTRO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A.png
70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA,otro-impuesto-inmobiliario-rawson,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA.png
28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5,otro-instruccion-transferencia-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5.png
CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8,otro-instruccion-transferencia-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8.png
40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4,otro-liquidaciones-comercios-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4.png
675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3,otro-liquidaciones-comercios-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3.png
9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F,otro-liquidaciones-comercios-banco-patagonia,OTRO_DOCUMENTO,NO_FACTURA,3,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F.png
6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3,otro-nota-credito-electronica-edi-00002-00000001,OTRO_DOCUMENTO,NO_FACTURA,2,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3.png
1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601,otro-nota-credito-fiel,OTRO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601.png
382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49,otro-recibo-c,OTRO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49.png
4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3,otro-resumen-costo-trayecto-cabify,OTRO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3.png
D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94,otro-resumen-costo-trayecto-cabify,OTRO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94.png
4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587,otro-resumen-operaciones-banco-comafi,OTRO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587.png
720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51,otro-resumen-operaciones-banco-comafi,OTRO_DOCUMENTO,NO_FACTURA,1,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51.png
83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0,otro-resumen-tarjeta-visa,OTRO_DOCUMENTO,NO_FACTURA,0,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0.png
35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1,otro-ticket-servicio-cold,OTRO_DOCUMENTO,NO_FACTURA,4,C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1.png
