Sha256,FileName,LabelFinal,DocumentType,LabelSource,LabelConfidence,FamilyId,Split,ObservedBatch001002,TextMethod,MainTextFile,HeaderTextFile,TextCharacters,NativeUseful,QualityStatus
030126CE7D614353FF03F90C126B6D2C3746D913B36523810DF4F1B51326D882,Z001023242608.pdf,FACTURA,FACTURA,EXISTING_GROUND_TRUTH,CONFIRMED_EXISTING,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,030126CE7D614353FF03F90C126B6D2C3746D913B36523810DF4F1B51326D882.native.txt,030126CE7D614353FF03F90C126B6D2C3746D913B36523810DF4F1B51326D882.header.txt,1836,True,OK
0364B3022336297D63A30D703615CB3CC76DF8649C864FC2E6DC9CC55D955996,Z001023435320.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-0DDB74E82CF65D655CE7,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0364B3022336297D63A30D703615CB3CC76DF8649C864FC2E6DC9CC55D955996.native.txt,0364B3022336297D63A30D703615CB3CC76DF8649C864FC2E6DC9CC55D955996.header.txt,1273,True,OK
038C8E13A29FF718AF15161F5E1623E16F4735509EBC827CBF80A30555FC05DB,Z001023422115.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-463F5D66BCFC1B95B4F2,DEVELOPMENT,False,OCR_PRODUCT_FIRST_PAGE,038C8E13A29FF718AF15161F5E1623E16F4735509EBC827CBF80A30555FC05DB.ocr.txt,038C8E13A29FF718AF15161F5E1623E16F4735509EBC827CBF80A30555FC05DB.header.txt,1189,False,OK
03B39A26667D7005B31BEF5DCA9F294FCC45452CA0D45BA06D78BF8CE5E16133,Z001023283786.pdf,FACTURA,FACTURA,OCR_STRONG,STRONG_RULE,F-9A735258044E0AA042F4,DEVELOPMENT,False,OCR_PRODUCT_FIRST_PAGE,03B39A26667D7005B31BEF5DCA9F294FCC45452CA0D45BA06D78BF8CE5E16133.ocr.txt,03B39A26667D7005B31BEF5DCA9F294FCC45452CA0D45BA06D78BF8CE5E16133.header.txt,2743,False,OK
03CFBE47B1C87BEFC324BB99462C1A6722B7E29C5EB61D17AE8AB0C4A60F5AF3,Z001023397760.pdf,OTRO_DOCUMENTO,NOTA_CREDITO,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,03CFBE47B1C87BEFC324BB99462C1A6722B7E29C5EB61D17AE8AB0C4A60F5AF3.native.txt,03CFBE47B1C87BEFC324BB99462C1A6722B7E29C5EB61D17AE8AB0C4A60F5AF3.header.txt,4152,True,OK
0405379635CC5D80EAFD03FE53704B24D220C6EFBD7EB0C7A1B8908D312819DF,Z001023267802.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0405379635CC5D80EAFD03FE53704B24D220C6EFBD7EB0C7A1B8908D312819DF.native.txt,0405379635CC5D80EAFD03FE53704B24D220C6EFBD7EB0C7A1B8908D312819DF.header.txt,4515,True,OK
042267BB5BA6B2EF3DEB81E10F9D0DF556DA96E723BEE7A42CA1F5AB41E0B13E,Z001023321071.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,042267BB5BA6B2EF3DEB81E10F9D0DF556DA96E723BEE7A42CA1F5AB41E0B13E.native.txt,042267BB5BA6B2EF3DEB81E10F9D0DF556DA96E723BEE7A42CA1F5AB41E0B13E.header.txt,5535,True,OK
0431F3F0FA33A87F05475A197FA40165963F462ADD5E0D0F14743141B23F8ECF,Z001023285092.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-6F5CAF1E1AEEB43C5486,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0431F3F0FA33A87F05475A197FA40165963F462ADD5E0D0F14743141B23F8ECF.native.txt,0431F3F0FA33A87F05475A197FA40165963F462ADD5E0D0F14743141B23F8ECF.header.txt,3651,True,OK
0433389975EC3550CE85ABFB0C93FCD6D66B39F406A635F2A1B7ECFDAD2ACEE3,Z001023243743.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0433389975EC3550CE85ABFB0C93FCD6D66B39F406A635F2A1B7ECFDAD2ACEE3.native.txt,0433389975EC3550CE85ABFB0C93FCD6D66B39F406A635F2A1B7ECFDAD2ACEE3.header.txt,1976,True,OK
045C94F468347D76A752B35C9E1104694E4AD501AE20C72D76DEF8E399357D50,Z001023349833.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EDBFE59229E8571451DD,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,045C94F468347D76A752B35C9E1104694E4AD501AE20C72D76DEF8E399357D50.native.txt,045C94F468347D76A752B35C9E1104694E4AD501AE20C72D76DEF8E399357D50.header.txt,2574,True,OK
04644AFCA0FD83E0BA9F4699895C76D10FBDBA2FE57B9695DC20E8D7B05F23B9,Z001023467444.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-6F5CAF1E1AEEB43C5486,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,04644AFCA0FD83E0BA9F4699895C76D10FBDBA2FE57B9695DC20E8D7B05F23B9.native.txt,04644AFCA0FD83E0BA9F4699895C76D10FBDBA2FE57B9695DC20E8D7B05F23B9.header.txt,3666,True,OK
04D2A6C50B9B35D2F7E917B6E3A9B8329EE86DAD2FB2D5042D6BB4040B213ABA,Z001023243462.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,04D2A6C50B9B35D2F7E917B6E3A9B8329EE86DAD2FB2D5042D6BB4040B213ABA.native.txt,04D2A6C50B9B35D2F7E917B6E3A9B8329EE86DAD2FB2D5042D6BB4040B213ABA.header.txt,4425,True,OK
0502FD9BDC978A9DB273A734BD4392467FCD7002B2033F73814CA959A4092E48,Z001023321087.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-2536699D670C4BE35026,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0502FD9BDC978A9DB273A734BD4392467FCD7002B2033F73814CA959A4092E48.native.txt,0502FD9BDC978A9DB273A734BD4392467FCD7002B2033F73814CA959A4092E48.header.txt,1600,True,OK
056F2DBFB04063C3907953A9FA896F379670BFB843A6C1C8D08A4A79E784AF5C,Z001023243328.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,056F2DBFB04063C3907953A9FA896F379670BFB843A6C1C8D08A4A79E784AF5C.native.txt,056F2DBFB04063C3907953A9FA896F379670BFB843A6C1C8D08A4A79E784AF5C.header.txt,4035,True,OK
05C329DF72080120239DE88AA85E91D6F089D1DAA1A7F59B8E53C60752CF1D47,Z001023284042.pdf,OTRO_DOCUMENTO,OTRO_DOCUMENTO,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,05C329DF72080120239DE88AA85E91D6F089D1DAA1A7F59B8E53C60752CF1D47.native.txt,05C329DF72080120239DE88AA85E91D6F089D1DAA1A7F59B8E53C60752CF1D47.header.txt,4383,True,OK
062D404B15F77BA8C0EABD59CB6BF2C7D319E561D80F744178F01EB08514EDCC,Z001023466256.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,062D404B15F77BA8C0EABD59CB6BF2C7D319E561D80F744178F01EB08514EDCC.native.txt,062D404B15F77BA8C0EABD59CB6BF2C7D319E561D80F744178F01EB08514EDCC.header.txt,1925,True,OK
0694B850140E5FB7BFAECB0AE25445A17058A3081747D666726EF30BF5AA1CB8,Z001023336346.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-463F5D66BCFC1B95B4F2,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0694B850140E5FB7BFAECB0AE25445A17058A3081747D666726EF30BF5AA1CB8.native.txt,0694B850140E5FB7BFAECB0AE25445A17058A3081747D666726EF30BF5AA1CB8.header.txt,3495,True,OK
06A4E618722CC20B0791DAAF476CDE38E7C997F9619E99E853204E29184B3E6B,Z001023478160.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,06A4E618722CC20B0791DAAF476CDE38E7C997F9619E99E853204E29184B3E6B.native.txt,06A4E618722CC20B0791DAAF476CDE38E7C997F9619E99E853204E29184B3E6B.header.txt,4728,True,OK
06A69148F4DA1D7AED723E4EFD8016E4BF83803969862E721D1E7269E9FB7641,Z001023465957.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-A8BC10D011EB3739972C,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,06A69148F4DA1D7AED723E4EFD8016E4BF83803969862E721D1E7269E9FB7641.native.txt,06A69148F4DA1D7AED723E4EFD8016E4BF83803969862E721D1E7269E9FB7641.header.txt,4554,True,OK
06C5E77F317271A5B21E226962240E9CECAA20BB4DF5B73BBEE18511EE01C7CE,Z001023466926.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-D1F6DC156677842D2070,DEVELOPMENT,False,OCR_PRODUCT_FIRST_PAGE,06C5E77F317271A5B21E226962240E9CECAA20BB4DF5B73BBEE18511EE01C7CE.ocr.txt,06C5E77F317271A5B21E226962240E9CECAA20BB4DF5B73BBEE18511EE01C7CE.header.txt,1473,False,OK
06F44D4A2E6F166F80269454C61462854CB02A1D7D136FAA54492E0630A88ABA,Z001023422175.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,06F44D4A2E6F166F80269454C61462854CB02A1D7D136FAA54492E0630A88ABA.native.txt,06F44D4A2E6F166F80269454C61462854CB02A1D7D136FAA54492E0630A88ABA.header.txt,4221,True,OK
06FAF6983BF7BBDCDCB270264CB68197C6D4C8EDA17F598D41B73C422360B1FD,Z001023320994.pdf,FACTURA,FACTURA,OCR_STRONG,STRONG_RULE,F-491E72C9A59BCFB7F91A,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,06FAF6983BF7BBDCDCB270264CB68197C6D4C8EDA17F598D41B73C422360B1FD.native.txt,06FAF6983BF7BBDCDCB270264CB68197C6D4C8EDA17F598D41B73C422360B1FD.header.txt,1714,True,OK
072B001D7FDCB00B166EE67FDDEE8BE382F3BA7FB76113DE6F258CAC2DEDFF3E,Z001023466513.pdf,FACTURA,FACTURA,OCR_STRONG,STRONG_RULE,F-52A8D3E535639BC9066E,DEVELOPMENT,False,OCR_PRODUCT_FIRST_PAGE,072B001D7FDCB00B166EE67FDDEE8BE382F3BA7FB76113DE6F258CAC2DEDFF3E.ocr.txt,072B001D7FDCB00B166EE67FDDEE8BE382F3BA7FB76113DE6F258CAC2DEDFF3E.header.txt,1106,False,OK
0846CFEBEEDC318DCF892BDB073260F2B9D11DE1DBAD19523CC213629641A43C,Z001023349977.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0846CFEBEEDC318DCF892BDB073260F2B9D11DE1DBAD19523CC213629641A43C.native.txt,0846CFEBEEDC318DCF892BDB073260F2B9D11DE1DBAD19523CC213629641A43C.header.txt,4404,True,OK
086C3868153984B80A9CF8E533AE3DD3D9A1E3AA0CC74EECF32A469E89112AFD,Z001023320981.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,086C3868153984B80A9CF8E533AE3DD3D9A1E3AA0CC74EECF32A469E89112AFD.native.txt,086C3868153984B80A9CF8E533AE3DD3D9A1E3AA0CC74EECF32A469E89112AFD.header.txt,4887,True,OK
087EA4366E3106496DA6B0BC81253540CE32BCC41D32F4556B269A17734EA995,Z001023321000.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-463F5D66BCFC1B95B4F2,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,087EA4366E3106496DA6B0BC81253540CE32BCC41D32F4556B269A17734EA995.native.txt,087EA4366E3106496DA6B0BC81253540CE32BCC41D32F4556B269A17734EA995.header.txt,3954,True,OK
08D4415DD3DD5F35A1D0E2243FE7197C8894DC3F408F5C6241D2C12EA5EF3144,Z001023305669.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-463F5D66BCFC1B95B4F2,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,08D4415DD3DD5F35A1D0E2243FE7197C8894DC3F408F5C6241D2C12EA5EF3144.native.txt,08D4415DD3DD5F35A1D0E2243FE7197C8894DC3F408F5C6241D2C12EA5EF3144.header.txt,995,True,OK
08EEB31E5FEA01CB1869C83A1C0AC14004D08320B9D98369B045EAFB33798242,Z001023266223.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,08EEB31E5FEA01CB1869C83A1C0AC14004D08320B9D98369B045EAFB33798242.native.txt,08EEB31E5FEA01CB1869C83A1C0AC14004D08320B9D98369B045EAFB33798242.header.txt,2065,True,OK
092FC946D76F08809B4F70D8392FAD226E023A06ADE2E2D83DB28C2843BED2F2,Z001023267334.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,092FC946D76F08809B4F70D8392FAD226E023A06ADE2E2D83DB28C2843BED2F2.native.txt,092FC946D76F08809B4F70D8392FAD226E023A06ADE2E2D83DB28C2843BED2F2.header.txt,2036,True,OK
0990D2942702442C2BAFC4B137B74346C4F7BEC3364E39EE95DACE83104DDD74,Z001023422277.pdf,FACTURA,FACTURA,PDF_TEXT_STRONG,STRONG_RULE,F-239031FB24D11A1289E7,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0990D2942702442C2BAFC4B137B74346C4F7BEC3364E39EE95DACE83104DDD74.native.txt,0990D2942702442C2BAFC4B137B74346C4F7BEC3364E39EE95DACE83104DDD74.header.txt,1554,True,OK
099CD04D4D313E7B125EE36BE7A592FAE24935F39860457A2663B17850A7A024,Z001023305711.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-463F5D66BCFC1B95B4F2,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,099CD04D4D313E7B125EE36BE7A592FAE24935F39860457A2663B17850A7A024.native.txt,099CD04D4D313E7B125EE36BE7A592FAE24935F39860457A2663B17850A7A024.header.txt,947,True,OK
09BA9B13C67BBB69B0C9194C5E68E80D92DE3F0D572EEB90223E1DFDA26B67E7,Z001023321062.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-78FBBC0583221AAC5789,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,09BA9B13C67BBB69B0C9194C5E68E80D92DE3F0D572EEB90223E1DFDA26B67E7.native.txt,09BA9B13C67BBB69B0C9194C5E68E80D92DE3F0D572EEB90223E1DFDA26B67E7.header.txt,9465,True,OK
09CB14F715B5C41BB9EF57C4DB54A53397E380B9647D9DF3125089BF05529B3D,Z001023266243.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-77DF7B7AF18627AF7CC8,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,09CB14F715B5C41BB9EF57C4DB54A53397E380B9647D9DF3125089BF05529B3D.native.txt,09CB14F715B5C41BB9EF57C4DB54A53397E380B9647D9DF3125089BF05529B3D.header.txt,3057,True,OK
09EA12AF37DBD01DE88FE904C33AE8D4A1774A3846F51D7C6A5F8C4B38EEC563,Z001023422338.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-FACD83D8B4281A05571A,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,09EA12AF37DBD01DE88FE904C33AE8D4A1774A3846F51D7C6A5F8C4B38EEC563.native.txt,09EA12AF37DBD01DE88FE904C33AE8D4A1774A3846F51D7C6A5F8C4B38EEC563.header.txt,4068,True,OK
09F5F33D7AF68E713FCEBDED31CFDA8867C3B5839C983013AC4F4A3B4C64EADA,Z001023242370.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,09F5F33D7AF68E713FCEBDED31CFDA8867C3B5839C983013AC4F4A3B4C64EADA.native.txt,09F5F33D7AF68E713FCEBDED31CFDA8867C3B5839C983013AC4F4A3B4C64EADA.header.txt,1943,True,OK
0A0BE06602247C93290462DF94D533A35AAAF17CD8935188A9804FC6F3805C73,Z001023336432.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0A0BE06602247C93290462DF94D533A35AAAF17CD8935188A9804FC6F3805C73.native.txt,0A0BE06602247C93290462DF94D533A35AAAF17CD8935188A9804FC6F3805C73.header.txt,1771,True,OK
0AB443B8A71B5F8C9B777E07D78DD56EC3BBE75E0256202DD5FADA760E576D9E,Z001023467445.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-6F5CAF1E1AEEB43C5486,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0AB443B8A71B5F8C9B777E07D78DD56EC3BBE75E0256202DD5FADA760E576D9E.native.txt,0AB443B8A71B5F8C9B777E07D78DD56EC3BBE75E0256202DD5FADA760E576D9E.header.txt,3639,True,OK
0AFAE9C55C04A213F0388C634CABAEEA4C9A02686A7B1F8D6CAEF6585DCD3498,Z001023385697.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-6F5CAF1E1AEEB43C5486,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0AFAE9C55C04A213F0388C634CABAEEA4C9A02686A7B1F8D6CAEF6585DCD3498.native.txt,0AFAE9C55C04A213F0388C634CABAEEA4C9A02686A7B1F8D6CAEF6585DCD3498.header.txt,3639,True,OK
0B37339859B57A9C2AC42C87C0DF2B011049680AE88FE16FF6E3274F8C264E20,Z001023242331.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,0B37339859B57A9C2AC42C87C0DF2B011049680AE88FE16FF6E3274F8C264E20.native.txt,0B37339859B57A9C2AC42C87C0DF2B011049680AE88FE16FF6E3274F8C264E20.header.txt,2042,True,OK
0BCB4FA93CF649F724DA354451FE75CADFBA4E2BE6B7A32C41D4D5A40B6500B0,Z001023284545.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-463F5D66BCFC1B95B4F2,DEVELOPMENT,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0BCB4FA93CF649F724DA354451FE75CADFBA4E2BE6B7A32C41D4D5A40B6500B0.native.txt,0BCB4FA93CF649F724DA354451FE75CADFBA4E2BE6B7A32C41D4D5A40B6500B0.header.txt,807,True,OK
0BE39898903E624AD3D7957D864B44D6D84B895CE4C0B29042FB99AD5B6A2CFA,Z001023242558.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-6F5CAF1E1AEEB43C5486,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,0BE39898903E624AD3D7957D864B44D6D84B895CE4C0B29042FB99AD5B6A2CFA.native.txt,0BE39898903E624AD3D7957D864B44D6D84B895CE4C0B29042FB99AD5B6A2CFA.header.txt,3627,True,OK
0D03C0C9105F3C3452B28F233E73D2389FECD8D0774EF2113973DCBAD9E3FA31,Z001023242371.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,True,MDOC_DOCUMENT+OCR_HEADER_POSITION,0D03C0C9105F3C3452B28F233E73D2389FECD8D0774EF2113973DCBAD9E3FA31.native.txt,0D03C0C9105F3C3452B28F233E73D2389FECD8D0774EF2113973DCBAD9E3FA31.header.txt,1769,True,OK
0D70848C8EA89E4E7A023B53FAAC0A2C6BE60CA305D26DB1FB3C56B832D88199,Z001023321898.pdf,FACTURA,FACTURA,QR_ARCA_STRONG,STRONG_RULE,F-EE08C7103D2458E54189,DEVELOPMENT_DIAGNOSTIC,False,MDOC_DOCUMENT+OCR_HEADER_POSITION,0D70848C8EA89E4E7A023B53FAAC0A2C6BE60CA305D26DB1FB3C56B832D88199.native.txt,0D70848C8EA89E4E7A023B53FAAC0A2C6BE60CA305D26DB1FB3C56B832D88199.header.txt,1772,True,OK
