RecordType,Variant,Fold,Filename,GroupId,Label,Probability,Prediction,Accuracy,FacturaPrecision,FacturaRecall,FacturaF1,OtroPrecision,OtroRecall,OtroF1,MacroF1,TP,TN,FP,FN
"OOF","A_BASELINE","2","681d494d1eab_Z001023243384.pdf","factura-familia-servicios-inmobiliarios","FACTURA","0.484729","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","2","4c4a524f6c4f_H0022_cabify-sale-ARG25JS1386194.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.479771","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","2","d86f134415a0_H0020_cabify-sale-ARG25JS1394537.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.482376","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","2","83c37b5c6e92_G0017_image003.png","otro-resumen-tarjeta-visa","OTRO_DOCUMENTO","0.433024","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","2","35784f288939_I0021_image004.png","otro-ticket-servicio-cold","OTRO_DOCUMENTO","0.436401","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","3","b68674f3b939_Z001023243327.pdf","factura-familia-vitalis","FACTURA","0.424239","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","3","5e8dd1b162cd_J0005_EDMS_7142_7140_ZB2B_001_05003_00036969_70001729_70001729.pdf","factura-logistica-la-serenisima-zb2b","FACTURA","0.516877","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","3","50d0a84325cd_G0008_image003.png","otro-captura-ticket-acceso","OTRO_DOCUMENTO","0.414614","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","3","af9e13927bd6_Z001023242882.pdf","otro-correo-reenvio-factura","OTRO_DOCUMENTO","0.556422","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","3","6db7ad704b49_NC_00002_00000001_af0c85980129.pdf","otro-nota-credito-electronica-edi-00002-00000001","OTRO_DOCUMENTO","0.715723","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","4","2d43b3648b73_Z001023243329.pdf","factura-familia-branding-merchandising","FACTURA","0.500000","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","4","a75839ae32a6_Z001023243181.pdf","factura-familia-pediatrics","FACTURA","0.524369","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","4","7d6906456fd8_G0022_IMG_1238.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.502538","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","4","ad4f901a339b_G0019_image005.png","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.502328","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","4","da7db0602230_G0023_IMG_1239.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.500000","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","4","40d282afe845_I0122_image017.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.502255","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","4","675f30d09450_I0118_image013.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.495467","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","A_BASELINE","4","9b103db594c0_I0107_image003.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.503917","FACTURA","","","","","","","","","","","",""
"OOF","A_BASELINE","4","1c4db25aac0a_Z001023243325.pdf","otro-nota-credito-fiel","OTRO_DOCUMENTO","0.500000","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","030126ce7d61_Z001023242608.pdf","factura-familia-arca-fce-standard","FACTURA","0.338717","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","53531d26119a_Z001023242890.pdf","factura-familia-arca-fce-standard","FACTURA","0.337639","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","92914214759a_Z001023242560.pdf","factura-familia-arca-fce-standard","FACTURA","0.327089","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","963e9941d8d3_Z001023242559.pdf","factura-familia-arca-fce-standard","FACTURA","0.324898","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","c2c93818726d_Z001023242895.pdf","factura-familia-arca-fce-standard","FACTURA","0.323642","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","e8066b5fa877_Z001023243349.pdf","factura-familia-ascensores-orem","FACTURA","0.266182","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","b4c8fa3786e8_Z001023243075.pdf","factura-familia-condominio-pdi","FACTURA","0.369891","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","d0998159322e_Z001023243074.pdf","factura-familia-condominio-pdi","FACTURA","0.382506","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","999fbf2c511b_Orden de Compra_999fbf2c511b.pdf","orden-compra","OTRO_DOCUMENTO","0.548543","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","3e354c1e6a7c_I0031_image.png","otro-captura-monotributo-pago","OTRO_DOCUMENTO","0.361098","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","28fcc8808b0d_Z001023243169.pdf","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","0.481622","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","ca4b144974cd_Z001023243171.pdf","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","0.459828","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","4cb36b9488ed_746omar-silverii_edi-sa-comRESDIA201620261635_4cb36b9488ed.pdf","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","0.302812","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","0","720d554e1ce7_H0001_676omar-silverii_edi-sa-comRESDIA281820251842.pdf","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","0.306122","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","73938d63a261_J0002_QUIROGA_LUISINA_BELEN_CB_96-033-185-889_2016-02-01_2016-03-31_2026-08-05_0.pdf","factura-avon-a-impresa","FACTURA","0.378284","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","94a5bb490143_I0132_246C4E4A.jpg","factura-avon-a-impresa","FACTURA","0.218657","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","b7004863aed5_Z001023243369.pdf","factura-familia-excell","FACTURA","0.209218","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","d165fb62e80f_Z001023243377.pdf","factura-familia-manantial","FACTURA","0.261136","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","2cdc2802080a_Credencial_23175875379 (202509) (1)_5b2f530cb3de.pdf","credencial","OTRO_DOCUMENTO","0.475223","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","02523b356aec_I0154_Sillon.png","otro-confirmacion-compra-web","OTRO_DOCUMENTO","0.179050","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","1","382662294b57_Z001023243380.pdf","otro-recibo-c","OTRO_DOCUMENTO","0.584341","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","2","c177cd77baa5_Z001023242796.pdf","factura-familia-inmuebles-fce","FACTURA","0.301421","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","2","681d494d1eab_Z001023243384.pdf","factura-familia-servicios-inmobiliarios","FACTURA","0.491440","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","2","4c4a524f6c4f_H0022_cabify-sale-ARG25JS1386194.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.492593","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","2","d86f134415a0_H0020_cabify-sale-ARG25JS1394537.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.509394","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","2","83c37b5c6e92_G0017_image003.png","otro-resumen-tarjeta-visa","OTRO_DOCUMENTO","0.354963","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","2","35784f288939_I0021_image004.png","otro-ticket-servicio-cold","OTRO_DOCUMENTO","0.408702","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","3","b68674f3b939_Z001023243327.pdf","factura-familia-vitalis","FACTURA","0.387062","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","3","5e8dd1b162cd_J0005_EDMS_7142_7140_ZB2B_001_05003_00036969_70001729_70001729.pdf","factura-logistica-la-serenisima-zb2b","FACTURA","0.546159","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","3","50d0a84325cd_G0008_image003.png","otro-captura-ticket-acceso","OTRO_DOCUMENTO","0.352823","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","3","af9e13927bd6_Z001023242882.pdf","otro-correo-reenvio-factura","OTRO_DOCUMENTO","0.580397","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","3","6db7ad704b49_NC_00002_00000001_af0c85980129.pdf","otro-nota-credito-electronica-edi-00002-00000001","OTRO_DOCUMENTO","0.792713","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","2d43b3648b73_Z001023243329.pdf","factura-familia-branding-merchandising","FACTURA","0.509574","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","a75839ae32a6_Z001023243181.pdf","factura-familia-pediatrics","FACTURA","0.540031","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","7d6906456fd8_G0022_IMG_1238.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.474385","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","ad4f901a339b_G0019_image005.png","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.548046","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","da7db0602230_G0023_IMG_1239.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.445881","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","40d282afe845_I0122_image017.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.551254","FACTURA","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","675f30d09450_I0118_image013.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.424106","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","9b103db594c0_I0107_image003.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.444643","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","B_WORD_NGRAMS","4","1c4db25aac0a_Z001023243325.pdf","otro-nota-credito-fiel","OTRO_DOCUMENTO","0.504873","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","030126ce7d61_Z001023242608.pdf","factura-familia-arca-fce-standard","FACTURA","0.366886","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","53531d26119a_Z001023242890.pdf","factura-familia-arca-fce-standard","FACTURA","0.364142","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","92914214759a_Z001023242560.pdf","factura-familia-arca-fce-standard","FACTURA","0.360351","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","963e9941d8d3_Z001023242559.pdf","factura-familia-arca-fce-standard","FACTURA","0.335918","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","c2c93818726d_Z001023242895.pdf","factura-familia-arca-fce-standard","FACTURA","0.352645","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","e8066b5fa877_Z001023243349.pdf","factura-familia-ascensores-orem","FACTURA","0.180342","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","b4c8fa3786e8_Z001023243075.pdf","factura-familia-condominio-pdi","FACTURA","0.321136","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","d0998159322e_Z001023243074.pdf","factura-familia-condominio-pdi","FACTURA","0.332470","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","999fbf2c511b_Orden de Compra_999fbf2c511b.pdf","orden-compra","OTRO_DOCUMENTO","0.674275","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","3e354c1e6a7c_I0031_image.png","otro-captura-monotributo-pago","OTRO_DOCUMENTO","0.332450","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","28fcc8808b0d_Z001023243169.pdf","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","0.571020","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","ca4b144974cd_Z001023243171.pdf","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","0.541049","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","4cb36b9488ed_746omar-silverii_edi-sa-comRESDIA201620261635_4cb36b9488ed.pdf","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","0.640884","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","0","720d554e1ce7_H0001_676omar-silverii_edi-sa-comRESDIA281820251842.pdf","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","0.657283","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","73938d63a261_J0002_QUIROGA_LUISINA_BELEN_CB_96-033-185-889_2016-02-01_2016-03-31_2026-08-05_0.pdf","factura-avon-a-impresa","FACTURA","0.178563","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","94a5bb490143_I0132_246C4E4A.jpg","factura-avon-a-impresa","FACTURA","0.133457","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","b7004863aed5_Z001023243369.pdf","factura-familia-excell","FACTURA","0.287528","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","d165fb62e80f_Z001023243377.pdf","factura-familia-manantial","FACTURA","0.295928","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","2cdc2802080a_Credencial_23175875379 (202509) (1)_5b2f530cb3de.pdf","credencial","OTRO_DOCUMENTO","0.523444","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","02523b356aec_I0154_Sillon.png","otro-confirmacion-compra-web","OTRO_DOCUMENTO","0.247536","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","1","382662294b57_Z001023243380.pdf","otro-recibo-c","OTRO_DOCUMENTO","0.657861","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","2","c177cd77baa5_Z001023242796.pdf","factura-familia-inmuebles-fce","FACTURA","0.419803","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","2","681d494d1eab_Z001023243384.pdf","factura-familia-servicios-inmobiliarios","FACTURA","0.511838","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","2","4c4a524f6c4f_H0022_cabify-sale-ARG25JS1386194.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.521689","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","2","d86f134415a0_H0020_cabify-sale-ARG25JS1394537.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.526623","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","2","83c37b5c6e92_G0017_image003.png","otro-resumen-tarjeta-visa","OTRO_DOCUMENTO","0.527256","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","2","35784f288939_I0021_image004.png","otro-ticket-servicio-cold","OTRO_DOCUMENTO","0.444441","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","3","b68674f3b939_Z001023243327.pdf","factura-familia-vitalis","FACTURA","0.384893","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","3","5e8dd1b162cd_J0005_EDMS_7142_7140_ZB2B_001_05003_00036969_70001729_70001729.pdf","factura-logistica-la-serenisima-zb2b","FACTURA","0.537726","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","3","50d0a84325cd_G0008_image003.png","otro-captura-ticket-acceso","OTRO_DOCUMENTO","0.375452","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","3","af9e13927bd6_Z001023242882.pdf","otro-correo-reenvio-factura","OTRO_DOCUMENTO","0.520409","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","3","6db7ad704b49_NC_00002_00000001_af0c85980129.pdf","otro-nota-credito-electronica-edi-00002-00000001","OTRO_DOCUMENTO","0.752739","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","2d43b3648b73_Z001023243329.pdf","factura-familia-branding-merchandising","FACTURA","0.500158","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","a75839ae32a6_Z001023243181.pdf","factura-familia-pediatrics","FACTURA","0.550983","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","7d6906456fd8_G0022_IMG_1238.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.504694","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","ad4f901a339b_G0019_image005.png","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.500000","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","da7db0602230_G0023_IMG_1239.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.500000","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","40d282afe845_I0122_image017.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.506641","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","675f30d09450_I0118_image013.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.490884","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","9b103db594c0_I0107_image003.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.500298","FACTURA","","","","","","","","","","","",""
"OOF","C_WORD_CHAR_NGRAMS","4","1c4db25aac0a_Z001023243325.pdf","otro-nota-credito-fiel","OTRO_DOCUMENTO","0.500146","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","030126ce7d61_Z001023242608.pdf","factura-familia-arca-fce-standard","FACTURA","0.391455","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","53531d26119a_Z001023242890.pdf","factura-familia-arca-fce-standard","FACTURA","0.391741","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","92914214759a_Z001023242560.pdf","factura-familia-arca-fce-standard","FACTURA","0.384692","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","963e9941d8d3_Z001023242559.pdf","factura-familia-arca-fce-standard","FACTURA","0.404703","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","c2c93818726d_Z001023242895.pdf","factura-familia-arca-fce-standard","FACTURA","0.379837","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","e8066b5fa877_Z001023243349.pdf","factura-familia-ascensores-orem","FACTURA","0.326644","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","b4c8fa3786e8_Z001023243075.pdf","factura-familia-condominio-pdi","FACTURA","0.483865","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","d0998159322e_Z001023243074.pdf","factura-familia-condominio-pdi","FACTURA","0.513079","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","999fbf2c511b_Orden de Compra_999fbf2c511b.pdf","orden-compra","OTRO_DOCUMENTO","0.395046","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","3e354c1e6a7c_I0031_image.png","otro-captura-monotributo-pago","OTRO_DOCUMENTO","0.262077","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","28fcc8808b0d_Z001023243169.pdf","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","0.614697","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","ca4b144974cd_Z001023243171.pdf","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","0.592114","FACTURA","","","","","","","","","","","",""
