CandidateId,OriginalPath,ExpectedSha256,Action,Label,GroupId,Notes
"R0011","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\16_a141ab211946.jpeg","A141AB211946D04F2788BA9EDD1EB1FA20CB1243971BCA8D22614FA2BEBC8650","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0012","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\17_bb216d6c5b40.jpeg","BB216D6C5B4045F87320DB6B2479FAF9EAFCA51A3366DC1D58011837864EE34E","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0013","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\18_6c27c3b586c0.jpeg","6C27C3B586C04759CEC49A2B89B88E20FB7A7A259C6FD127B4BA82636177A815","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0014","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\19_1703a3eb2222.jpeg","1703A3EB2222EFB185944D830E50FCE38CF79644326D111A9C475AB5EF597643","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0015","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\2_420379d4ff45.jpeg","420379D4FF45B52472616C5A8459D276BB554D35EDE54A04C1B87AC1B570FA5D","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0016","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\20_4ac7f62a9f12.jpeg","4AC7F62A9F12900CD4A815CBA23E8AD620E7A367B2BA2CE136375F05C193F35B","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0017","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\21_f49001d3de7d.jpeg","F49001D3DE7D8DB536434F163B93DAE39D125E6BAD34963A50C297D7BD8D168A","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0018","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\22_a58e4284f9e6.jpeg","A58E4284F9E6925D82E14206C28F434BDD9F228907EB9DCC985B26A6252C818A","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0019","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\23_51f8bda5c280.jpeg","51F8BDA5C280206B087E4BD741C261CE6017BAD3247CEA7F4849F2A028C625D8","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0020","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\24_1533ecc93604.jpeg","1533ECC93604C1AD6FD38F1CF89555FC6B7240F87EE160679B004577562D1818","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0021","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\25_40796305f53d.jpeg","40796305F53D20B761E1B790308606E5BEC2F127729A82ACD5A837E16CDD6894","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0022","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\26_4881efd67c2f.jpeg","4881EFD67C2FAB4B6270797E1597A4FD4E09C9AA9AD4DBEE4B8ABF3156B7D7B6","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0023","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\27_b8ebfc56aba6.jpeg","B8EBFC56ABA6E9A0692A5CD4AF4555DB46CF3946CAD0047A836D783901F44CC3","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0024","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\28_70e66819c054.jpeg","70E66819C0543E91E083C4DCB487D78F849D1483F8A84257FA32F9F7D957B74E","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0025","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\3_c75e7bfb18ec.jpeg","C75E7BFB18EC83D322CBC9C7864ACF896FC8FD54B61BEEEFF0B21041CD980B93","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0026","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\36_31575d5b5d47.png","31575D5B5D47FBA2E54DE2227B09B7B9226DE933197061CB76F8C07CBBE00E1B","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0027","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\38_0fc63dd9e38b.png","0FC63DD9E38B9696A0105B38959D1C7FDEBCABDF123E4EDA8CF18DA5D7382F1B","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0028","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\4_3074beb4520e.jpeg","3074BEB4520E7F5C93B9E755FDEADDD8A18AB8D4E67C314BB2B45D0CA5B72611","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0029","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\40_725a2e074acf.png","725A2E074ACF34FDDF028A95FBD149AEEEFEBAE822559326391D391883B1BBD6","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0030","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\41_b61f814ac9b6.jpeg","B61F814AC9B6DB34D9C7B8F54C30F55D88DEBF263376818523982E2F30832260","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0031","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\5_2fed230f563f.jpeg","2FED230F563FBBEEAD638A70D97F3E180D8E30FDC5C7864C9F9BF873045CC673","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0032","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\6_f1398d3cdd9a.jpeg","F1398D3CDD9A049AB90FF7245E5C054D0D54B7CF628CABCA63C923EC9BBDB635","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0033","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\7_614ef0d74c92.jpeg","614EF0D74C9265E3BBE71DEA81666E843DDE6A26EF23AF065B4122AFF9AB9CE5","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0034","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\8_8b75b4d151b4.jpeg","8B75B4D151B4DC7E135399CE7AAB06E9EF62760D8B58CDAE350E9E5A5B30C2B4","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0035","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\9_490b7d7d4bc5.jpeg","490B7D7D4BC531662EC7B56524A1919233B00C25B908EF1FAF4FD8FD704269C0","SKIP","NO_DOCUMENTO","flightaware-newsletter","Recurso del mismo newsletter FlightAware ya representado; no aporta un grupo independiente."
"R0036","C:\RecepcionDocumental\Revisar\2026\08\25\1a03a8c01613baa7\ejemplo_87a764a1abea.pdf","87A764A1ABEA7D9AD77C2CABCC6884FBD81664B5CF08D2D66B330A46773AE511","SKIP","OTRO_DOCUMENTO","comprobante-pago-bancario","Misma familia de comprobante de pago y fondo de cese ya representada."
