CandidateId,OriginalPath,ExpectedSha256,Action,Label,GroupId,Notes
"H0014","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0014_746omar-silverii_edi-sa-comRESDIA241620251647.pdf","C682008A4303EA9BBA050891BB871B135934344DCD30D1459BC3DF751055FA57","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0015","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0015_676omar-silverii_edi-sa-comRESDIA231820251817.pdf","5A47DF435BC398B41701EB6A31EF13D4DB182793BE13EBFD3B6CEBFE3B0C48C2","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0016","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0016_746omar-silverii_edi-sa-comRESDIA231620251623.pdf","0BEC111D2E1B658345DC2DDB746828FCF445689A8BC21A72E7AF988AC05CB522","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0017","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0017_676omar-silverii_edi-sa-comRESDIA221820251819.pdf","25BE239755FBF2850809C2F03342776907C2EA8CDED4C51040EBD2C74F13821C","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0018","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0018_746omar-silverii_edi-sa-comRESDIA221620251625.pdf","F0D21E5D2AC80E2C4FA6A6AB7AB54FA6AE9C9952B38FD20D33D13BD5830A1C5C","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0019","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0019_map.png","72F8ED6C5E779480BE3F8189E95F2484628F7E54CB75BEF98369F59AD8EA2CD6","SKIP","NO_DOCUMENTO","mapas-viajes","Mapa inline Cabify; la familia mapas-viajes ya está representada y no debe sobreponderarse."
"H0020","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0020_cabify-sale-ARG25JS1394537.pdf","D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94","ADD","OTRO_DOCUMENTO","otro-resumen-costo-trayecto-cabify","Resumen costo trayecto Cabify; documento informativo estructurado, no factura fiscal."
"H0021","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0021_map.png","A0AEC5101997ADA7C33BC1B043D9FC3A8DF7AAE61939F0795B826168D2D931F9","SKIP","NO_DOCUMENTO","mapas-viajes","Mapa inline Cabify; la familia mapas-viajes ya está representada y no debe sobreponderarse."
"H0022","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0022_cabify-sale-ARG25JS1386194.pdf","4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3","ADD","OTRO_DOCUMENTO","otro-resumen-costo-trayecto-cabify","Segunda representación de la misma familia documental Cabify que H0020."
"H0023","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0023_676omar-silverii_edi-sa-comRESDIA211820251820.pdf","2F4EFCE7EDC4C7B8B6264AA602A811BAE87C453AE75DCBE6B99889630774AD29","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0024","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0024_746omar-silverii_edi-sa-comRESDIA211620251626.pdf","EC73B03398EAC4F4B506A27CB6CFA3854E09B112B066AA4D093175E6017839AF","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0025","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0025_676omar-silverii_edi-sa-comRESDIA201820251831.pdf","21DFBC032C6AE4195A85339926515162E54C8F4237FD0F3A0A8400A398E6D6FF","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0026","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0026_746omar-silverii_edi-sa-comRESDIA201620251637.pdf","5281766DC088B7853ADD3A453D41D43B1CE189B99B437CE52028624FE955877C","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0027","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0027_676omar-silverii_edi-sa-comRESDIA191820251825.pdf","4BCFFC09ADECB2020825AECDDA910C0247E8D86C676C1D066127A7CE2BAB4ED0","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0028","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0028_746omar-silverii_edi-sa-comRESDIA191620251631.pdf","EF4C5086D7D48BADB0D5EE970F9D50685A801E7AA1E47685F367B4E2967A6A2B","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0029","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0029_676omar-silverii_edi-sa-comRESDIA181820251829.pdf","B0566C33F3FB7C3A1DA8CEA4435C3848A98901A12A4CA8362275117C7F5F07DC","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0030","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0030_746omar-silverii_edi-sa-comRESDIA181620251635.pdf","83F1036869B3CD9BA573541CC32F53987BA272C79F335C6EBB7AA1E0A4CB5643","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0031","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0031_676omar-silverii_edi-sa-comRESDIA171820251823.pdf","8A6350A82E034A62571C7A8F243914C488F0A397B63D4784E8C9937115593D3A","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0032","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0032_746omar-silverii_edi-sa-comRESDIA171620251630.pdf","9864393FFBA3742A1CDF56F5F98D6621746E3092467665E313E1319CD438DACF","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0033","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0033_676omar-silverii_edi-sa-comRESDIA161820251838.pdf","5BECB9A242264DA0A027443EBB2BF21E66A521B910F988406638636922014CD9","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
"H0034","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0034_746omar-silverii_edi-sa-comRESDIA161620251644.pdf","D2916E8BD8A400E551F049E1993DC9A879204B247297E0041D4DDC42D9C4A829","SKIP","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","Resumen de operaciones Banco Comafi repetitivo; H0001 cubre la variante 676 y la variante 746 ya existía."
