CandidateId,OriginalPath,ExpectedSha256,Action,Label,GroupId,Notes
"I0012","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0012_image003.png","254E19E1E6AD0A3C080D8D6F95F7986864AC5CC4213657BD36B8A24BFB017E4A","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0013","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0013_68828e68d0f73_1aae232460798e6@sidekiq-default-6584547c8d-9vhmd.png","3693F472356F73C20D0826CF67CB21157039D72F6049580544F07C8D583A63BC","SKIP","NO_DOCUMENTO","mapas-viajes","Familia de mapas Cabify ya presente."
"I0014","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0014_688286045c627_16f05456586ec@sidekiq-default-6584547c8d-lcg6f.png","B09A885C65A21909FE9FC3C31F4D1AD1A65076DDD95977770DFDBED7E93F6C0B","SKIP","NO_DOCUMENTO","mapas-viajes","Familia de mapas Cabify ya presente."
"I0015","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0015_image001.png","1DA7D9D8EC4A036A173A05FE1D2FA66518C14A671084E4C18B33BE5C2EB1A848","SKIP","NO_DOCUMENTO","capturas-error-edms","Errores EDMS representados por I0007."
"I0016","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0016_image003.png","8BD28E966FF4F7168277DBDFA7DCBA0386B2828B6D23AD84A110F5AE604FE08A","SKIP","NO_DOCUMENTO","branding-redes-sociales-edms","Iconos y recursos auxiliares de firma."
"I0017","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0017_image004.png","49AB21103C83C5C531F433B946C0FFCD715233BF6849A192F3AD14C50B312C64","SKIP","NO_DOCUMENTO","branding-redes-sociales-edms","Iconos y recursos auxiliares de firma."
"I0018","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0018_image005.png","BBA3AC8D466C0D348ABE4D18374E14A2626194A673180777CE1FB0703E059D8E","SKIP","NO_DOCUMENTO","branding-redes-sociales-edms","Iconos y recursos auxiliares de firma."
"I0019","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0019_image003.png","67BFA0CAE76180DA5ABBCB1C7FD0CBD2F86875B8D7AC817F362A2DDF74C4A669","SKIP","NO_DOCUMENTO","capturas-sistema-edms","Pantallas e interfaz EDMS de una misma familia."
"I0020","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0020_image004.png","1FDECB34F052825D530AEED6849923B06701067029E51DDA12882E24E2F5A008","SKIP","NO_DOCUMENTO","capturas-sistema-edms","Pantallas e interfaz EDMS de una misma familia."
"I0021","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0021_image004.png","35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1","ADD","OTRO_DOCUMENTO","otro-ticket-servicio-cold","Ticket o solicitud administrativa real."
"I0022","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0022_image002.png","5BE7043CF8C75B689FFC94D1818DC3EB3474784E1920AC9D73DB996C82EC20FA","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0023","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0023_inline-1.png","CEBD403817596F810B3BB9DCECB123713E7BC8788B8B6DDD32DF87CEED97D03A","ADD","NO_DOCUMENTO","branding-correo-argentino","Logo Correo Argentino."
"I0024","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0024_inline-2.png","88D77E88AC45BC1A70D2EF826FD332F2E22DE5524162D4D5FAF987FDDBC76734","SKIP","NO_DOCUMENTO","branding-correo-argentino","Recursos Correo Argentino representados por I0023."
"I0025","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0025_inline-3.png","24A8E368D64E565390AAFEBE0BB1DEF41D2879CF2D50568AA0CCB82E9FC0ED8F","SKIP","NO_DOCUMENTO","branding-correo-argentino","Recursos Correo Argentino representados por I0023."
"I0026","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0026_inline-4.png","D4004979D361C7A9B170E7433BFCEA841CAFE076A2459CD6C973520927B7FE9A","SKIP","NO_DOCUMENTO","branding-correo-argentino","Recursos Correo Argentino representados por I0023."
"I0027","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0027_image001.png","6331BC283817008E37F494272F50CE6F3A67FE6BEFD2CACA361087D41F88FB41","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0028","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0028_image002.png","DF0564EB1098F66C24B47F03E6F6B8DE601446CA8047C8A095D6CD91719815DD","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0029","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0029_image003.png","847FBDEA06BBED7B9306C8E6D014999FD8FB645982990A70B103D61B5D9915F1","SKIP","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","Pantallas de posición consolidada ya representadas."
"I0030","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0030_image004.png","E9EE00FD1E28B5E2CA056F8637F1B525983DB9924121B492652CD7B555019685","SKIP","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","Pantallas de posición consolidada ya representadas."
"I0031","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0031_image.png","3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78","ADD","OTRO_DOCUMENTO","otro-captura-monotributo-pago","Captura documental financiera de obligación y pago de Monotributo."
"I0032","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0032_image004.jpg","9D6E23BD8AB3C9C1AE6905F9D9C44A900198A44D1126EF7DFBE066DDBFF838F3","SKIP","NO_DOCUMENTO","branding-bunge","Branding Bunge representado por I0006."
"I0033","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0033_image005.png","762EDE604282A66167A4D704EC8E7DA60CE0509294C34916605505FC869AE1CF","SKIP","NO_DOCUMENTO","capturas-infraestructura-bunge","Capturas técnicas del mismo contexto Bunge."
"I0034","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0034_image006.png","01F40EDD77469EB464DD56DC074F8D0D69DD4094DC005608F5935C0F4B5C5567","SKIP","NO_DOCUMENTO","capturas-infraestructura-bunge","Capturas técnicas del mismo contexto Bunge."
"I0035","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0035_image008.png","9AF8815FEFFE85BDAE4477A532A3DF392AF56BB66B1C543F02415FA34572AD7F","SKIP","NO_DOCUMENTO","capturas-infraestructura-bunge","Capturas técnicas del mismo contexto Bunge."
"I0036","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0036_image001.png","C0A204BCC24A3AA67ACC0FC145FA12CDEE3374C7BD702EF2E5BA86573B4B2F08","SKIP","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","Pantallas de posición consolidada ya representadas."
"I0037","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0037_image004.png","89E42B9FBF02F5AB7C4142731770CEB11E14B76307156675C7DF95C0FD2955BF","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0038","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0038_image001.png","FF1D878E196DE9A9759860CE42201832D190D6A57CE1DF0F703A2163AF845E49","SKIP","OTRO_DOCUMENTO","otro-ticket-servicio-cold","Familia de tickets representada por I0021."
"I0039","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0039_image.png","3E83EBE09FC79059CD4CC2BECC180D4E7567C80D2D4D5529FCEBC5B073FB0A88","SKIP","NO_DOCUMENTO","error-archivo-comexweb","Captura de error técnico COMEXWEB."
"I0040","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0040_image001.png","73126981F4F9DD5DB2CCB421CE7BB0697A8D9882E7C70EE672CDD1B6EA45EE0E","SKIP","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","Pantallas de posición consolidada ya representadas."
"I0041","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0041_image001.png","6C02B60CEDBD649D1F892C9099E05FB39EA68D6CB7AA6E39B4687E0B5A16EF00","SKIP","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","Pantallas de posición consolidada ya representadas."
"I0042","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0042_image002.png","97EFB4C098B564ECDC2B1AD2D3B655D5F77AA7510510E29A2F5C2D3090A315B7","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0043","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0043_Outlook-svyeplk1.png","E5A3BBB97BB9E48F3F9EFAF17708BFE41AFE712BDEDC803FFC85FA6AD4423ED5","SKIP","NO_DOCUMENTO","firma-banco","Firmas Banco Patagonia; familia ya representada."
"I0044","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0044_image027.png","3EA886EFA451DC93290DB2EC9DDE0FE24E9C04C396CAF0DD8E89CDD7C89ADD7F","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0045","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0045_image028.png","DAEA5C3F048A7B92F419198E949D50F4A6F41C6BC456D09349A096F27F1DE42C","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0046","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0046_image029.png","A802DA8E0EEF14F48152203F29E781B559D8B6B3C1D9FDE548310BBB851AC37E","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0047","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0047_image030.png","12359E9B84F7F69358CB5ED4F9526FA0815B76B641C38381780D5934DB76F335","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0048","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0048_image031.png","E401C5CCC1A1489A3C76EF39A6879A0FCBDC4EDA7F5596C02BB4D6A4BE4FBC3C","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0049","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0049_image005.png","A7FDDB7E72A5B60BDAFB81B3C0E13EEAC405827489C8BEF1F95A92D605A75A73","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0050","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0050_image006.jpg","DB870F1EE4F8687D09DC3821B422D9189EB20FC7F7B687C6D6E317BB86397816","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0051","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0051_image007.png","A4BC3DB1B80F184E52BED24EA1B4D9218CC8EB4E97F9BDEB5B2119E705D0D91C","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0052","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0052_image008.png","C61F45AECB7000E6CE561AD075CFC2BA87850B97ED06F8E3E07E905F5E93DCF0","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0053","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0053_image009.png","4008D7F11ED184B2341B88B446A80938F58B29817A372204F3C5F3C008C00A58","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0054","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0054_image027.jpg","7B56E1ECE711576AC73B3CA2EB7C7DE7D2D55C9C644855D6A0861927A6DE5D42","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0055","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0055_image028.png","CB3FFE09AAAA694B51DEBBBE9488C2D2C15C97DCF98F2D05C27ECF3D5869C44F","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0056","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0056_image029.png","C86BA92E6A9170C579313356E7E44C7ECC8BE2E891CF78ACD7AEC191FEFD032E","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0057","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0057_image030.png","579FDB2A1B6BAB2FC962DD6EF5DBD1DD9816C878BB72DDC1CF1246DDA8F8C0E9","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0058","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0058_image031.png","D2F4E8C65061A56B147FF02DB1D7565F64A09DF46CFEAB61505C67D909D44B62","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0059","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0059_image007.png","7D8E99FE2C4E92634DD63740ACB9CE8DEFA645167C21727A16E630D5E95BAC45","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0060","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0060_image008.png","293BA25FDA1FA709C275D395F9B87A00B13DB8BCCCEBBCE4CD14304A41D289BA","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0061","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0061_image009.png","ABAB42BD51AC2E66C18C7A06F96072EB857FF7B86C54C37CC10ED8815822F2B7","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0062","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0062_image010.png","14A735A0E8D6680369E9E76FD69AF852998E69339DB2990ACB7E8A196261E8F6","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0063","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0063_image011.png","8627B18B0B2C6EE8E1B7AD604661BF1623F97B2A7F9465A9A3C00281F0B99555","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0064","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0064_image031.png","F67EA1F242376AA5A08B59C1AF1095BC55F46723D7D46C61CCF406A51B1F0CAC","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0065","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0065_image033.png","695B0266349BBE32760FD15E1AF2F9587564AF5FABB37F27AB2025BE0542D0DA","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0066","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0066_image034.png","8F6CD87791DE515777752DAA95C010EB45B43DFD9348A6AD6110D4325615EA00","ADD","NO_DOCUMENTO","alertas-infraestructura-srvedms","Representante de alertas técnicas e infraestructura SRVEDMS."
"I0067","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0067_image035.png","5C84D79D577C3371CCF5DD7FABA2A6EFE9D7276B4AF05270382D84EB68AEBF61","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0068","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0068_image036.png","D34051B56273FA177073A7A31B41ADDD0D24DF7F31648E4A7BEA67EDD9956043","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0069","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0069_image016.png","C6EBEBC7A7E6D3101D9F7F3E0F94732A44B55C91AEFDF9D585F324653442C55B","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0070","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0070_image017.jpg","FFD90236F821FA894683C17E2D3F3A7D57D2130079E3FF4D5FA29CDD62978D26","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0071","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0071_image018.jpg","FE2F47A5020326F46A01342361E9B157CB6CB95D8F9D6A1A3C71DDFD94202BCC","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
"I0072","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0072_image019.jpg","85CA7F00C7D3EBF748438A7BFA553332B9D8673270E8BDBB174BC337451BE3C5","SKIP","NO_DOCUMENTO","alertas-infraestructura-srvedms","Misma familia de alertas técnicas SRVEDMS representada por I0066."
