Sha256,Label,GroupId,Split,PhysicalFormat,MdocHasUsefulText,MdocClassification,OcrClassification,QrValid,TipoComprobanteArca,CurrentProductClassification,DirectReplacementClassification,ConservativeFusionClassification,FusionThenQrClassification,QrThenFusionClassification,CurrentProductWouldRunOcr,ConservativeWouldRunOcr,DecisionTrace
"B7004863AED55E481D4397435BD5B06CEA6180397E1059883D51F5D066F1147F","FACTURA","factura-familia-excell","VALIDATION","PDF","true","REVISAR","DESCARTAR","false","","REVISAR","DESCARTAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=OCR_DESCARTAR_BLOQUEADO; QR_VALID=false"
"C177CD77BAA5F5587D302FDCC9F5615424F6BCED6057AA300113D6E3A600DC02","FACTURA","factura-familia-inmuebles-fce","TRAIN","PDF","true","REVISAR","FACTURA","false","","REVISAR","FACTURA","FACTURA","FACTURA","FACTURA","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=OCR_PROMUEVE_FACTURA; QR_VALID=false"
"D165FB62E80F26847F1F00B1DBD7E949928E56EC5C2A0EDD2FE929E4ABD85CB0","FACTURA","factura-familia-manantial","TRAIN","PDF","true","REVISAR","DESCARTAR","false","","REVISAR","DESCARTAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=OCR_DESCARTAR_BLOQUEADO; QR_VALID=false"
"A75839AE32A6A29EBB6CF64EBE45427C346DFFE51E758D5F04D903FC28147D87","FACTURA","factura-familia-pediatrics","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"681D494D1EABD2B24BA13F9F99B3AC5F6D565688BB7368714C430C5395C5A868","FACTURA","factura-familia-servicios-inmobiliarios","VALIDATION","PDF","true","FACTURA","FACTURA","true","211","FACTURA","FACTURA","FACTURA","FACTURA","FACTURA","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_FACTURA_CONSERVADO; QR_VALID=true"
"B68674F3B9393FDE895EBE47421061B41DCE664D2174AFA8C7904CD4324C5124","FACTURA","factura-familia-vitalis","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"122412579CB7F775A638F44BF40EACB229C173965B54C8B8FBC969D28DA6F2DC","FACTURA","factura-homologacion-c-00004-00000002","TEST","JPEG","false","","FACTURA","false","","FACTURA","FACTURA","FACTURA","FACTURA","FACTURA","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"8AE4509AEFA61A7ABB180BC7A0514AD169E1E8047C07D7544D3D0CB800B4E3FC","FACTURA","factura-homologacion-c-00004-00000002","TEST","PDF","false","REVISAR","FACTURA","false","","FACTURA","FACTURA","FACTURA","FACTURA","FACTURA","true","true","CURRENT=QR(OCR); DIRECT=QR(OCR); CONSERVATIVE=OCR_PROMUEVE_FACTURA; QR_VALID=false"
"FA8700C24DBDFE130D17A72C536CC9DCF1639DD4A8C5E313DB18605F70DAEED5","FACTURA","factura-homologacion-c-00004-00000002","TEST","PDF","false","REVISAR","FACTURA","false","","FACTURA","FACTURA","FACTURA","FACTURA","FACTURA","true","true","CURRENT=QR(OCR); DIRECT=QR(OCR); CONSERVATIVE=OCR_PROMUEVE_FACTURA; QR_VALID=false"
"5E8DD1B162CD0DD53E297362595BB3BE6CF0D4A3AA3803D214C679FD4CBD69F1","FACTURA","factura-logistica-la-serenisima-zb2b","TRAIN","PDF","true","FACTURA","FACTURA","false","","FACTURA","FACTURA","FACTURA","FACTURA","FACTURA","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_FACTURA_CONSERVADO; QR_VALID=false"
"8F6CD87791DE515777752DAA95C010EB45B43DFD9348A6AD6110D4325615EA00","NO_DOCUMENTO","alertas-infraestructura-srvedms","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"0A580FEA09DEB190DE1B8FCECAECE18D82D97ED106F75509B1CAFE5475D16253","NO_DOCUMENTO","branding-avon-natura","VALIDATION","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"4AA692A94759E1F431C7F170D7194BD10D99DC221BB5B63BD9A9654AA70A7515","NO_DOCUMENTO","branding-bunge","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"CEBD403817596F810B3BB9DCECB123713E7BC8788B8B6DDD32DF87CEED97D03A","NO_DOCUMENTO","branding-correo-argentino","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"2AF9DE4CAF9BB15F857FAE3B9E6DFEEDD831219A156B978E43FF62BC315266C6","NO_DOCUMENTO","branding-meteomatics","TEST","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"72047867C7642F6358837C0F9867C83F915A29366A6B64C6508DCE8FEB356E85","NO_DOCUMENTO","branding-personal","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"A881A4460A42E2C5B06E833B3B6B6A7EE43EC358EDBDB48C3B3BD7B7F6643710","NO_DOCUMENTO","branding-renaper","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"09FA512D0268E721B912C8D816EB01D29B16E440ADDC96B967A462DAAAF784DA","NO_DOCUMENTO","capturas-error-edms","TEST","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"31089A698A1E82394B3667FE64BAF03D2A775892EF73B04FB9C439A916E5CC2A","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","TRAIN","PNG","false","","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"3542D120B3139DB932D4DFB7A8D23F072F1FFBEBD924C55AB6494B68851BD418","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","TRAIN","PNG","false","","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"C5DAB04B2642976192FF1B496476C165AAEC82A85C775945E07D2580E0C99279","NO_DOCUMENTO","capturas-sistema-posicion-consolidada","TRAIN","PNG","false","","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"645D7CE914A8E04CD643296A64581A6DE08FB07730F4CC96646A93AFE83EE991","NO_DOCUMENTO","correo-boleta-lanus","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"9A641C4729F3EF559F7A6D5A621453270D66916A84727E1556C4FB7525EFABC7","NO_DOCUMENTO","correo-boleta-lanus","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5","NO_DOCUMENTO","error-impresion-xerox","VALIDATION","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7","NO_DOCUMENTO","firma-banco","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E","NO_DOCUMENTO","firma-deloitte","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C","NO_DOCUMENTO","firma-deloitte","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"0EF37A45898658CCA6C6E9A3A57946875F92E0AC0AF3C602DA2E9086380F6AE4","NO_DOCUMENTO","flightaware-newsletter","TEST","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"15ED536B42D37302D1DD306E1E2F9C46AA07C069EC3DE614660DA7B6ECE627C0","NO_DOCUMENTO","flightaware-newsletter","TEST","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"B6524C56C8E4C7F199F98CE0E2EBE84BEC72DA783A9E5A1DA9FC17505080F44F","NO_DOCUMENTO","flightaware-newsletter","TEST","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"D9AFAF729E3D7965CE69B7DA7477640EFE7CB3725C7753E3C22305D06BF77C6B","NO_DOCUMENTO","flightaware-newsletter","TEST","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD","NO_DOCUMENTO","fotos-familiares","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973","NO_DOCUMENTO","fotos-familiares","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D","NO_DOCUMENTO","mapas-viajes","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392","NO_DOCUMENTO","mapas-viajes","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4","NO_DOCUMENTO","mapas-viajes","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B","NO_DOCUMENTO","publicidad-ezdrummer","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE","NO_DOCUMENTO","publicidad-guia","VALIDATION","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7","NO_DOCUMENTO","publicidad-samsung-galaxy","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3","NO_DOCUMENTO","publicidad-websupergoo","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"2D246A2651752808442383D814C806437999B4C22FD2E77D18BEDAF2AC6786AB","OTRO_DOCUMENTO","comprobante-pago-bancario","TEST","PNG","false","","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA","OTRO_DOCUMENTO","credencial","TRAIN","PDF","true","DESCARTAR","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_DESCARTAR_CONSERVADO; QR_VALID=false"
"999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4","OTRO_DOCUMENTO","orden-compra","VALIDATION","PDF","true","DESCARTAR","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_DESCARTAR_CONSERVADO; QR_VALID=false"
"7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","TRAIN","JPEG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78","OTRO_DOCUMENTO","otro-captura-monotributo-pago","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97","OTRO_DOCUMENTO","otro-captura-ticket-acceso","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28","OTRO_DOCUMENTO","otro-confirmacion-compra-web","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A","OTRO_DOCUMENTO","otro-correo-reenvio-factura","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA","OTRO_DOCUMENTO","otro-impuesto-inmobiliario-rawson","TEST","PDF","false","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","true","true","CURRENT=QR(OCR); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5","OTRO_DOCUMENTO","otro-instruccion-transferencia-banco-patagonia","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8","OTRO_DOCUMENTO","otro-instruccion-transferencia-banco-patagonia","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","TRAIN","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3","OTRO_DOCUMENTO","otro-nota-credito-electronica-edi-00002-00000001","TRAIN","PDF","true","DESCARTAR","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_DESCARTAR_CONSERVADO; QR_VALID=false"
"1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601","OTRO_DOCUMENTO","otro-nota-credito-fiel","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49","OTRO_DOCUMENTO","otro-recibo-c","VALIDATION","PDF","true","DESCARTAR","DESCARTAR","true","15","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_DESCARTAR_CONSERVADO; QR_VALID=true"
"4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3","OTRO_DOCUMENTO","otro-resumen-costo-trayecto-cabify","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94","OTRO_DOCUMENTO","otro-resumen-costo-trayecto-cabify","TRAIN","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
"4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","TRAIN","PDF","true","DESCARTAR","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_DESCARTAR_CONSERVADO; QR_VALID=false"
"720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","TRAIN","PDF","true","DESCARTAR","DESCARTAR","false","","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","DESCARTAR","false","false","CURRENT=QR(MDOC); DIRECT=QR(MDOC); CONSERVATIVE=MDOC_DESCARTAR_CONSERVADO; QR_VALID=false"
"83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0","OTRO_DOCUMENTO","otro-resumen-tarjeta-visa","VALIDATION","PNG","false","","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","false","IMAGEN: clasificación OCR H1D5A conservada"
"31371F0EA09BFB13ECAECD39B9C36CF70E4662CB0E31F2ABE26B8E74402003F5","OTRO_DOCUMENTO","otro-solicitud-nota-credito-banco-patagonia","TEST","PDF","true","REVISAR","REVISAR","false","","REVISAR","REVISAR","REVISAR","REVISAR","REVISAR","false","true","CURRENT=QR(MDOC); DIRECT=QR(OCR); CONSERVATIVE=MANTIENE_REVISAR; QR_VALID=false"
